user_id,session_id,ui_version,time_spent_seconds,page_clicks,scroll_depth,datetime
175,175_8170,Old,274,7,0.6,2025-06-24 14:32:40
175,175_3944,New,312,3,0.78,2025-06-25 12:28:58
176,176_1969,New,341,12,0.7,2025-06-05 13:28:44
176,176_5366,Old,211,1,0.61,2025-06-27 13:11:55
177,177_1524,New,321,8,0.68,2025-06-24 19:47:11
177,177_2982,New,259,5,0.83,2025-06-21 21:59:33
177,177_5597,New,238,5,0.9,2025-06-16 22:03:34
178,178_6192,New,191,4,0.82,2025-06-25 01:21:26
178,178_7697,New,314,5,0.7,2025-06-07 01:02:51
178,178_9828,New,200,8,0.89,2025-06-26 16:24:30
179,179_4549,Old,178,4,0.63,2025-06-09 10:44:32
180,180_7683,New,290,4,0.78,2025-06-04 12:58:06
180,180_9014,Old,112,5,0.67,2025-06-26 13:06:33
180,180_3096,Old,160,6,0.56,2025-06-26 22:23:50
181,181_4259,Old,194,5,0.62,2025-06-24 23:43:52
182,182_6795,New,316,8,0.74,2025-06-04 12:26:05
182,182_8503,New,288,10,0.73,2025-06-28 12:52:26
182,182_8926,Old,176,7,0.48,2025-06-12 06:48:07
183,183_8281,Old,272,7,0.45,2025-06-14 21:25:11
183,183_3149,New,224,2,0.84,2025-06-13 23:16:04
184,184_9652,Old,164,5,0.62,2025-06-04 01:05:24
184,184_5674,Old,258,3,0.52,2025-06-30 13:27:49
184,184_5675,New,282,5,0.78,2025-06-25 12:45:38
185,185_4895,Old,174,5,0.59,2025-06-11 05:54:25
186,186_6317,Old,171,3,0.59,2025-06-11 04:41:58
187,187_8866,Old,262,7,0.63,2025-06-30 11:12:25
187,187_5423,Old,223,2,0.53,2025-06-19 19:47:46
188,188_5264,Old,205,5,0.59,2025-06-01 02:21:16
188,188_8856,New,224,6,0.69,2025-06-26 11:19:15
188,188_7789,New,263,0,0.78,2025-06-14 03:01:01
189,189_6544,New,298,9,0.69,2025-06-08 16:58:50
189,189_1078,Old,194,7,0.58,2025-06-20 19:21:17
189,189_3370,New,286,7,0.67,2025-06-18 11:18:24
190,190_4170,New,202,5,0.61,2025-06-22 17:28:30
190,190_6791,Old,205,3,0.59,2025-06-19 08:17:19
191,191_2416,New,275,11,0.66,2025-06-06 15:56:45
191,191_3773,New,264,3,0.79,2025-06-23 15:05:53
191,191_6796,New,258,2,0.77,2025-06-19 05:12:47
192,192_3786,New,148,6,0.79,2025-06-02 15:59:14
192,192_1818,New,376,5,0.68,2025-06-05 23:26:07
192,192_7830,New,260,5,0.73,2025-06-22 23:39:49
193,193_9044,New,283,2,0.86,2025-06-10 02:22:48
194,194_1648,New,274,7,0.86,2025-06-08 11:42:25
194,194_4161,Old,179,4,0.55,2025-06-05 07:44:15
194,194_2176,New,296,9,0.75,2025-06-21 14:37:30
195,195_8799,New,261,7,0.81,2025-06-05 03:59:39
195,195_8906,Old,208,4,0.48,2025-06-26 18:59:43
195,195_2672,New,233,10,0.85,2025-06-28 06:37:10
196,196_8710,Old,171,3,0.57,2025-06-24 06:47:47
196,196_3072,New,210,7,0.63,2025-06-27 16:08:50
197,197_3914,New,292,4,0.83,2025-06-11 09:18:20
197,197_2649,Old,251,1,0.52,2025-06-11 15:03:35
198,198_4237,New,147,5,0.72,2025-06-23 17:00:12
198,198_4554,New,389,2,0.66,2025-06-11 06:33:40
198,198_1294,New,223,5,0.75,2025-06-25 12:39:37
198,198_9712,New,283,2,0.79,2025-06-25 16:39:59
199,199_5607,New,429,5,0.63,2025-06-17 06:43:15
200,200_6275,Old,288,4,0.61,2025-06-14 12:17:34
200,200_2313,New,213,4,0.72,2025-06-08 17:53:03
200,200_8637,Old,244,4,0.55,2025-06-10 07:50:22
201,201_4308,Old,280,4,0.64,2025-06-21 01:16:59
201,201_3983,New,224,4,0.71,2025-06-28 21:07:19
201,201_7552,Old,220,5,0.6,2025-06-07 08:58:07
202,202_7598,Old,211,4,0.4,2025-06-14 16:22:08
202,202_4110,Old,182,6,0.56,2025-06-23 14:29:18
202,202_6988,Old,203,7,0.54,2025-06-09 05:40:28
202,202_1737,New,219,9,0.89,2025-06-12 18:32:26
203,203_8777,Old,153,6,0.62,2025-06-09 03:13:26
203,203_2325,New,220,8,0.8,2025-06-22 14:12:18
203,203_2824,Old,79,5,0.42,2025-06-28 05:02:12
204,204_7382,Old,159,6,0.43,2025-06-14 22:31:34
205,205_1823,Old,276,9,0.61,2025-06-08 13:51:49
205,205_4641,New,283,10,0.84,2025-06-29 18:27:34
205,205_2678,New,231,6,0.82,2025-06-08 07:08:15
205,205_2054,New,273,3,0.79,2025-06-05 02:28:17
206,206_4650,New,310,7,0.75,2025-06-30 05:55:13
207,207_7895,Old,241,5,0.49,2025-06-08 18:59:57
207,207_3908,New,306,3,0.69,2025-06-09 14:54:06
207,207_3735,New,305,5,0.82,2025-06-12 09:36:15
207,207_4727,New,296,5,0.79,2025-06-08 18:56:25
208,208_1132,Old,224,1,0.62,2025-06-23 01:13:43
208,208_3738,New,201,8,0.87,2025-06-14 11:49:40
208,208_9101,Old,264,4,0.42,2025-06-20 18:00:06
208,208_3362,New,198,9,0.78,2025-06-17 09:46:50
209,209_7642,New,242,4,0.81,2025-06-19 20:19:35
209,209_3870,Old,193,8,0.41,2025-06-01 00:43:15
210,210_9226,New,241,9,0.66,2025-06-04 12:46:14
211,211_9897,Old,227,2,0.65,2025-06-29 12:32:12
211,211_9071,New,237,5,0.81,2025-06-13 19:20:11
211,211_2721,New,244,6,0.73,2025-06-06 20:52:57
212,212_9672,New,255,6,0.7,2025-06-01 23:51:02
212,212_8320,New,261,6,0.6,2025-06-02 09:35:39
212,212_2079,New,251,10,0.71,2025-06-04 15:13:47
213,213_9002,New,228,6,0.77,2025-06-15 13:56:09
214,214_9022,Old,91,5,0.58,2025-06-20 17:06:08
214,214_1804,New,373,7,0.83,2025-06-06 06:58:14
214,214_4264,New,240,8,0.78,2025-06-28 23:24:31
215,215_8420,Old,211,4,0.55,2025-06-09 11:41:35
215,215_9795,Old,212,5,0.44,2025-06-10 23:31:32
215,215_3653,New,312,6,0.88,2025-06-10 02:30:07
216,216_4475,New,308,7,0.68,2025-06-18 13:55:25
217,217_1946,Old,154,2,0.51,2025-06-03 11:55:22
217,217_3986,Old,188,9,0.51,2025-06-03 16:43:30
217,217_1109,New,296,5,0.67,2025-06-17 16:35:54
217,217_1873,Old,244,6,0.57,2025-06-11 03:42:57
218,218_3261,Old,180,3,0.4,2025-06-30 00:30:00
219,219_2667,New,320,7,0.69,2025-06-05 04:46:32
219,219_6190,Old,231,6,0.45,2025-06-24 15:09:50
219,219_5264,New,241,5,0.82,2025-06-30 10:31:41
219,219_6660,New,302,5,0.83,2025-06-18 00:16:09
220,220_7523,New,330,6,0.63,2025-06-14 10:14:07
220,220_3956,Old,230,6,0.49,2025-06-14 14:10:31
220,220_3756,Old,165,9,0.46,2025-06-06 22:32:17
221,221_1583,New,256,5,0.8,2025-06-16 10:01:27
221,221_9490,New,348,8,0.72,2025-06-20 10:24:33
221,221_3322,New,297,6,0.86,2025-06-29 10:56:19
222,222_7302,Old,252,3,0.53,2025-06-26 08:30:55
222,222_3846,Old,175,4,0.61,2025-06-21 04:14:19
222,222_7564,Old,223,1,0.68,2025-06-09 18:18:43
223,223_5491,New,216,8,0.84,2025-06-13 12:43:34
223,223_9444,New,332,6,0.62,2025-06-19 18:53:45
224,224_3338,Old,252,6,0.46,2025-06-21 14:43:16
224,224_5947,New,254,6,0.88,2025-06-28 19:00:26
224,224_4148,Old,196,6,0.57,2025-06-13 12:31:40
224,224_3960,Old,241,3,0.4,2025-06-24 18:24:18
225,225_6387,Old,205,9,0.65,2025-06-20 02:29:07
225,225_3877,Old,242,3,0.62,2025-06-15 09:43:38
226,226_9853,New,190,4,0.84,2025-06-20 18:11:01
226,226_6295,New,217,7,0.66,2025-06-13 06:15:10
227,227_2648,New,217,3,0.67,2025-06-05 03:06:47
228,228_7265,Old,221,3,0.62,2025-06-09 04:11:13
228,228_4621,New,184,7,0.8,2025-06-04 21:43:03
229,229_8689,New,187,8,0.88,2025-06-04 02:16:30
230,230_8522,New,377,6,0.74,2025-06-20 10:14:15
231,231_7287,Old,114,2,0.53,2025-06-01 10:30:46
231,231_2244,Old,282,5,0.41,2025-06-24 02:15:42
232,232_1909,New,276,8,0.8,2025-06-21 14:34:30
232,232_7330,Old,156,3,0.44,2025-06-22 17:10:05
232,232_2789,Old,240,1,0.69,2025-06-29 22:12:29
232,232_4406,Old,206,6,0.56,2025-06-07 00:12:48
233,233_7475,Old,234,5,0.54,2025-06-04 07:34:15
233,233_6105,New,239,4,0.88,2025-06-11 11:39:06
233,233_1364,New,307,7,0.62,2025-06-09 01:32:37
233,233_7943,New,301,7,0.82,2025-06-20 12:01:59
234,234_6329,Old,322,6,0.64,2025-06-28 05:11:31
234,234_8378,Old,163,6,0.63,2025-06-24 15:07:43
234,234_3377,New,165,8,0.83,2025-06-25 21:11:49
234,234_9741,New,333,7,0.73,2025-06-18 02:51:03
235,235_8727,New,278,10,0.63,2025-06-13 14:29:02
235,235_4081,New,202,7,0.78,2025-06-09 21:55:22
235,235_2690,Old,263,7,0.42,2025-06-05 22:26:34
235,235_3670,New,282,4,0.84,2025-06-26 07:13:13
236,236_8002,Old,267,2,0.41,2025-06-18 03:25:24
236,236_1713,New,253,5,0.86,2025-06-18 17:20:32
236,236_2832,New,151,9,0.79,2025-06-30 07:16:02
236,236_5515,New,297,5,0.89,2025-06-29 19:30:03
237,237_5512,Old,224,4,0.52,2025-06-16 08:59:43
237,237_8773,Old,237,4,0.66,2025-06-19 05:46:26
238,238_5332,New,192,5,0.81,2025-06-03 15:22:37
238,238_1382,New,222,6,0.75,2025-06-17 21:05:54
239,239_5431,Old,239,7,0.67,2025-06-21 08:40:59
239,239_2025,New,298,3,0.76,2025-06-10 13:34:39
239,239_2298,Old,158,6,0.53,2025-06-07 08:47:31
240,240_5092,New,245,3,0.87,2025-06-16 22:06:31
240,240_3181,Old,229,6,0.58,2025-06-11 16:58:00
240,240_7083,Old,199,5,0.43,2025-06-23 20:44:19
240,240_5927,Old,247,4,0.67,2025-06-08 11:02:36
241,241_2046,Old,166,6,0.41,2025-06-18 03:49:15
241,241_5483,Old,152,5,0.53,2025-06-17 20:54:30
242,242_8394,New,328,7,0.87,2025-06-06 13:31:44
242,242_8309,Old,275,4,0.66,2025-06-12 12:24:26
242,242_6080,Old,201,2,0.66,2025-06-16 11:01:01
243,243_2410,Old,211,7,0.52,2025-06-27 21:27:57
243,243_7806,Old,165,8,0.64,2025-06-30 05:25:28
243,243_5729,New,288,7,0.76,2025-06-26 06:37:34
243,243_5928,New,242,10,0.72,2025-06-10 22:34:02
244,244_8768,Old,193,2,0.65,2025-06-15 17:17:16
245,245_7616,Old,67,3,0.63,2025-06-01 11:48:14
245,245_9899,New,269,8,0.61,2025-06-30 22:36:52
245,245_4872,Old,174,4,0.69,2025-06-23 16:48:00
246,246_1544,Old,150,9,0.47,2025-06-10 12:43:22
246,246_2146,Old,198,6,0.4,2025-06-01 05:17:38
247,247_8192,Old,170,6,0.46,2025-06-26 19:28:04
248,248_3484,New,289,8,0.65,2025-06-16 08:11:42
249,249_7176,New,205,3,0.76,2025-06-25 17:16:37
250,250_4629,New,240,7,0.71,2025-06-03 16:10:04
250,250_4683,Old,184,3,0.63,2025-06-17 03:57:43
250,250_7403,New,268,6,0.68,2025-06-21 18:38:08
251,251_9457,Old,188,7,0.68,2025-06-16 19:52:30
251,251_3787,New,289,8,0.86,2025-06-03 03:38:26
252,252_8978,Old,280,4,0.57,2025-06-15 23:08:32
253,253_4523,Old,213,4,0.51,2025-06-07 04:16:36
253,253_4885,New,216,4,0.77,2025-06-22 07:20:55
253,253_2573,Old,242,6,0.66,2025-06-16 15:08:10
253,253_6876,New,291,6,0.61,2025-06-21 00:10:48
254,254_2212,New,349,10,0.62,2025-06-02 15:25:46
255,255_2292,New,341,9,0.82,2025-06-23 17:53:16
256,256_1684,New,268,7,0.8,2025-06-13 21:25:45
256,256_7034,Old,315,1,0.68,2025-06-29 09:19:48
256,256_6558,Old,176,2,0.7,2025-06-25 17:50:02
257,257_3892,Old,236,2,0.47,2025-06-15 22:37:36
257,257_5080,Old,192,6,0.51,2025-06-19 06:03:49
257,257_7032,Old,202,5,0.52,2025-06-02 13:37:38
258,258_2189,Old,306,7,0.54,2025-06-21 20:20:31
258,258_1716,New,278,6,0.86,2025-06-19 23:31:55
259,259_1889,Old,178,5,0.49,2025-06-16 10:16:24
259,259_6383,New,317,3,0.72,2025-06-11 18:47:50
259,259_3949,New,173,7,0.77,2025-06-06 00:36:17
259,259_9090,Old,212,8,0.41,2025-06-23 05:11:23
260,260_2884,Old,313,7,0.63,2025-06-24 15:18:53
260,260_1537,Old,180,3,0.49,2025-06-23 23:08:23
260,260_2690,New,276,6,0.75,2025-06-21 17:34:36
261,261_1444,New,265,9,0.62,2025-06-06 03:14:53
262,262_9741,New,227,10,0.81,2025-06-03 01:09:02
262,262_4612,New,249,2,0.87,2025-06-26 12:23:42
263,263_1560,Old,214,1,0.64,2025-06-25 18:10:40
264,264_5292,New,158,6,0.87,2025-06-29 17:01:31
265,265_7922,New,232,8,0.63,2025-06-02 00:41:12
265,265_5374,Old,200,7,0.62,2025-06-24 15:10:46
265,265_6353,Old,228,5,0.63,2025-06-10 22:27:16
266,266_8238,Old,142,7,0.54,2025-06-06 08:29:09
266,266_1761,New,338,6,0.63,2025-06-18 21:49:14
267,267_2055,New,225,5,0.72,2025-06-12 21:38:54
267,267_4092,Old,282,1,0.65,2025-06-05 07:10:26
267,267_8507,Old,240,2,0.57,2025-06-26 19:04:06
267,267_4963,New,223,11,0.71,2025-06-15 21:59:02
268,268_8933,New,310,6,0.61,2025-06-29 02:26:41
268,268_5931,New,264,8,0.68,2025-06-28 19:15:10
268,268_5262,Old,226,4,0.4,2025-06-09 00:04:18
268,268_9620,New,189,7,0.72,2025-06-27 01:54:28
269,269_1264,New,224,5,0.88,2025-06-29 01:53:37
269,269_5926,Old,202,5,0.61,2025-06-15 10:41:52
269,269_5677,New,220,4,0.84,2025-06-11 08:34:16
270,270_1442,New,406,7,0.63,2025-06-01 03:21:32
270,270_8862,Old,186,5,0.44,2025-06-25 16:10:59
270,270_8972,Old,162,5,0.46,2025-06-18 14:44:54
271,271_6920,Old,290,10,0.61,2025-06-18 22:49:17
271,271_5846,New,233,5,0.77,2025-06-12 10:02:03
272,272_9250,New,275,5,0.61,2025-06-27 16:07:11
272,272_2250,Old,122,6,0.52,2025-06-17 20:24:00
272,272_9150,New,210,4,0.7,2025-06-28 15:14:18
272,272_6492,Old,253,3,0.58,2025-06-24 00:19:18
273,273_3507,Old,219,4,0.44,2025-06-20 16:31:13
273,273_8073,Old,288,4,0.67,2025-06-13 17:58:40
273,273_8692,New,292,5,0.81,2025-06-12 05:02:14
273,273_6067,Old,243,4,0.48,2025-06-01 04:39:46
274,274_4897,New,250,2,0.63,2025-06-18 14:43:10
274,274_4544,Old,253,7,0.45,2025-06-30 21:06:03
274,274_8565,Old,210,7,0.69,2025-06-21 14:21:32
274,274_7702,Old,294,5,0.46,2025-06-06 15:17:10
275,275_3962,New,380,4,0.81,2025-06-11 02:54:54
276,276_1347,New,133,7,0.69,2025-06-06 20:17:06
276,276_3274,Old,156,7,0.58,2025-06-07 07:17:53
276,276_8045,New,263,12,0.6,2025-06-24 04:06:00
276,276_7708,New,210,4,0.83,2025-06-18 10:38:22
277,277_3815,New,143,4,0.64,2025-06-11 19:40:22
278,278_2074,New,218,5,0.74,2025-06-27 18:39:09
278,278_7783,New,238,3,0.68,2025-06-27 12:39:00
279,279_8211,Old,180,9,0.61,2025-06-14 09:00:30
280,280_3599,New,208,6,0.61,2025-06-17 10:40:19
280,280_7927,Old,233,6,0.53,2025-06-12 00:59:12
281,281_1675,Old,244,2,0.68,2025-06-13 16:32:51
281,281_3419,Old,256,5,0.53,2025-06-29 06:33:42
281,281_9014,New,257,10,0.64,2025-06-22 13:33:49
281,281_3428,Old,180,4,0.55,2025-06-25 01:23:16
282,282_7676,New,188,5,0.64,2025-06-21 09:30:32
282,282_6443,Old,231,8,0.67,2025-06-21 17:14:43
282,282_9554,Old,269,5,0.6,2025-06-30 15:00:34
282,282_1051,New,258,7,0.68,2025-06-09 10:56:19
283,283_8874,Old,272,3,0.48,2025-06-18 08:36:42
283,283_8496,Old,123,5,0.52,2025-06-04 09:57:48
284,284_6790,New,129,8,0.74,2025-06-13 19:20:49
284,284_1319,New,300,8,0.6,2025-06-22 07:22:12
284,284_7644,New,188,3,0.78,2025-06-29 10:14:21
285,285_7041,Old,140,10,0.56,2025-06-07 20:27:40
285,285_3504,Old,210,8,0.53,2025-06-25 05:53:55
286,286_5227,Old,122,3,0.61,2025-06-20 00:59:39
286,286_8254,Old,146,3,0.41,2025-06-23 16:05:44
286,286_6604,Old,196,4,0.47,2025-06-23 07:06:59
287,287_7945,Old,243,2,0.56,2025-06-01 06:03:49
288,288_4536,New,216,8,0.62,2025-06-26 20:51:47
289,289_6543,New,395,10,0.67,2025-06-05 05:48:32
290,290_2760,New,223,5,0.74,2025-06-30 11:12:14
290,290_8963,Old,298,4,0.42,2025-06-02 11:40:01
290,290_9651,Old,232,5,0.5,2025-06-25 09:32:21
290,290_3456,Old,178,3,0.45,2025-06-22 03:31:03
291,291_7805,New,245,5,0.64,2025-06-21 06:08:24
292,292_9776,New,206,6,0.75,2025-06-14 11:45:23
292,292_5062,Old,233,4,0.55,2025-06-21 13:24:37
292,292_4281,Old,216,6,0.47,2025-06-01 04:54:00
293,293_2960,Old,272,1,0.59,2025-06-08 04:51:51
294,294_6664,Old,302,5,0.69,2025-06-12 16:12:47
294,294_8894,Old,129,5,0.63,2025-06-22 12:24:14
295,295_6055,Old,154,5,0.42,2025-06-23 15:20:33
295,295_1530,New,228,5,0.66,2025-06-10 00:17:29
296,296_8614,Old,216,8,0.61,2025-06-28 18:50:37
296,296_1510,Old,161,9,0.42,2025-06-13 17:59:20
296,296_5919,Old,230,5,0.68,2025-06-04 16:14:58
296,296_3068,Old,197,2,0.66,2025-06-23 09:59:26
297,297_2308,Old,172,3,0.64,2025-06-08 12:08:25
297,297_5861,New,248,5,0.78,2025-06-17 17:04:50
298,298_8254,Old,283,4,0.6,2025-06-14 14:54:05
298,298_8039,New,174,10,0.85,2025-06-18 18:57:11
298,298_3913,New,209,4,0.84,2025-06-07 20:03:01
299,299_8694,Old,221,5,0.58,2025-06-27 15:17:12
300,300_3368,Old,207,7,0.59,2025-06-22 20:28:05
300,300_3939,New,267,8,0.77,2025-06-14 04:10:32
300,300_2614,New,368,7,0.71,2025-06-12 17:50:21
300,300_6688,Old,209,2,0.6,2025-06-19 06:10:43
301,301_7194,New,253,5,0.9,2025-06-19 12:45:15
302,302_1947,Old,201,7,0.53,2025-06-26 21:06:09
303,303_1171,Old,222,6,0.49,2025-06-09 04:49:39
303,303_9272,New,221,8,0.61,2025-06-21 20:06:41
303,303_5872,Old,185,6,0.68,2025-06-02 21:59:06
304,304_3655,Old,181,5,0.42,2025-06-13 21:10:51
304,304_4465,New,324,7,0.64,2025-06-24 00:43:51
305,305_4909,Old,236,6,0.54,2025-06-16 11:14:12
305,305_7205,New,240,13,0.76,2025-06-12 16:59:56
306,306_7793,New,253,6,0.79,2025-06-14 03:50:30
307,307_9167,Old,292,5,0.45,2025-06-30 06:49:56
307,307_8849,New,203,9,0.68,2025-06-15 12:04:44
307,307_2924,Old,304,2,0.47,2025-06-24 07:09:32
307,307_1306,New,259,6,0.89,2025-06-16 01:25:16
308,308_7655,Old,216,6,0.55,2025-06-15 22:43:59
308,308_3398,Old,191,8,0.52,2025-06-15 23:37:33
309,309_2482,Old,343,6,0.65,2025-06-16 00:27:16
309,309_9850,Old,207,6,0.41,2025-06-11 11:33:10
309,309_8050,Old,263,1,0.65,2025-06-28 02:10:11
309,309_7702,Old,205,5,0.66,2025-06-22 04:13:43
310,310_7574,Old,143,3,0.54,2025-06-30 02:56:21
310,310_3306,New,202,5,0.82,2025-06-10 05:48:39
311,311_3179,New,207,15,0.73,2025-06-04 23:03:38
311,311_5597,New,262,1,0.84,2025-06-25 13:44:01
311,311_9340,Old,202,3,0.66,2025-06-27 00:43:24
311,311_5675,Old,175,6,0.67,2025-06-05 17:57:35
312,312_9001,Old,291,6,0.63,2025-06-05 00:03:27
312,312_4626,New,189,8,0.9,2025-06-27 02:21:03
312,312_2152,New,232,5,0.84,2025-06-25 10:07:26
313,313_9890,Old,180,3,0.42,2025-06-12 03:31:11
313,313_9625,New,293,6,0.75,2025-06-15 02:37:56
313,313_9075,New,232,7,0.79,2025-06-11 01:23:06
313,313_3406,New,267,5,0.6,2025-06-25 07:56:30
314,314_5233,Old,230,5,0.54,2025-06-17 04:18:46
314,314_7412,New,174,2,0.66,2025-06-03 11:40:01
314,314_7412,Old,186,7,0.45,2025-06-30 14:47:22
315,315_1815,Old,225,3,0.41,2025-06-16 01:53:23
315,315_7324,Old,326,3,0.51,2025-06-14 14:17:26
315,315_5826,New,213,5,0.81,2025-06-17 03:18:25
316,316_7147,New,230,8,0.63,2025-06-05 00:41:01
316,316_8319,New,141,4,0.63,2025-06-28 16:18:07
316,316_6415,New,253,6,0.75,2025-06-04 01:34:33
316,316_9785,New,239,6,0.76,2025-06-22 21:14:50
317,317_5862,New,195,8,0.74,2025-06-18 12:59:32
317,317_4275,Old,243,7,0.59,2025-06-12 21:05:56
317,317_9968,Old,267,2,0.52,2025-06-07 23:01:03
318,318_9722,New,222,6,0.84,2025-06-15 08:12:44
319,319_5409,New,177,3,0.85,2025-06-15 19:21:32
319,319_8360,Old,245,5,0.45,2025-06-27 03:24:11
319,319_2033,Old,238,4,0.52,2025-06-03 21:57:36
320,320_3837,New,165,5,0.75,2025-06-24 22:48:05
320,320_3423,Old,279,7,0.69,2025-06-11 00:31:45
321,321_6476,Old,253,6,0.57,2025-06-30 14:30:08
321,321_4759,Old,244,8,0.6,2025-06-22 20:50:51
321,321_1961,New,308,8,0.81,2025-06-12 17:14:54
321,321_9471,Old,213,5,0.52,2025-06-26 04:38:54
322,322_9096,Old,234,6,0.55,2025-06-28 07:28:06
323,323_8962,Old,279,2,0.69,2025-06-07 17:40:11
323,323_1973,Old,173,7,0.62,2025-06-15 10:01:17
323,323_9938,New,223,4,0.74,2025-06-01 01:34:21
323,323_3057,New,296,5,0.66,2025-06-24 01:03:58
324,324_4427,New,248,6,0.64,2025-06-25 11:41:13
324,324_2803,New,345,5,0.69,2025-06-11 02:52:58
325,325_5221,Old,279,10,0.7,2025-06-08 02:14:18
325,325_5050,Old,77,3,0.62,2025-06-10 18:45:25
326,326_8720,New,292,7,0.74,2025-06-15 20:51:53
326,326_8463,New,192,8,0.66,2025-06-14 23:43:24
327,327_7792,New,409,8,0.84,2025-06-20 09:24:44
327,327_6110,New,289,9,0.71,2025-06-07 07:55:27
327,327_2251,New,304,9,0.9,2025-06-15 11:43:07
328,328_9052,Old,277,8,0.52,2025-06-04 10:45:35
328,328_2896,New,382,5,0.77,2025-06-23 04:26:21
328,328_3924,Old,223,5,0.53,2025-06-23 17:20:57
329,329_4404,Old,227,3,0.42,2025-06-13 07:31:20
329,329_5289,Old,128,5,0.64,2025-06-30 03:16:37
329,329_5158,Old,198,7,0.41,2025-06-16 15:50:56
329,329_7605,Old,232,7,0.44,2025-06-19 07:20:57
330,330_4527,Old,197,5,0.56,2025-06-19 05:48:37
330,330_9632,Old,186,11,0.42,2025-06-26 02:27:51
330,330_9431,New,252,8,0.7,2025-06-13 05:17:33
330,330_5297,New,213,5,0.71,2025-06-29 18:32:07
331,331_4700,New,230,10,0.77,2025-06-13 23:04:10
332,332_5443,New,210,4,0.84,2025-06-22 23:08:43
333,333_5216,Old,287,6,0.5,2025-06-03 16:30:15
333,333_4055,New,253,7,0.75,2025-06-14 10:39:58
333,333_6386,Old,121,5,0.41,2025-06-11 20:50:58
333,333_9552,New,353,2,0.9,2025-06-13 01:23:50
334,334_9772,New,263,3,0.74,2025-06-01 00:23:01
334,334_9391,Old,275,10,0.5,2025-06-29 04:39:13
334,334_4835,New,230,11,0.73,2025-06-23 01:24:52
335,335_7786,New,237,5,0.81,2025-06-15 14:42:26
335,335_5369,New,221,7,0.65,2025-06-20 22:14:53
336,336_3163,New,222,6,0.65,2025-06-23 16:15:20
336,336_4730,New,210,3,0.83,2025-06-30 02:22:47
336,336_6984,New,259,8,0.79,2025-06-16 22:15:52
336,336_9035,Old,263,4,0.59,2025-06-09 23:31:20
337,337_6051,New,366,5,0.84,2025-06-18 07:44:26
338,338_9660,Old,236,6,0.53,2025-06-16 09:38:31
338,338_5929,Old,210,4,0.42,2025-06-08 13:32:23
338,338_6497,New,310,8,0.79,2025-06-11 07:03:06
339,339_9559,Old,278,6,0.56,2025-06-01 06:23:33
339,339_2395,Old,199,2,0.59,2025-06-19 01:54:45
339,339_2942,Old,196,6,0.43,2025-06-17 09:07:01
339,339_8702,New,262,7,0.84,2025-06-10 03:54:05
340,340_5860,Old,202,1,0.48,2025-06-18 05:13:00
340,340_7110,Old,224,5,0.68,2025-06-12 07:05:50
340,340_6419,New,358,5,0.69,2025-06-10 21:46:17
340,340_6088,New,128,5,0.88,2025-06-13 13:24:44
341,341_3841,New,223,7,0.63,2025-06-27 16:43:58
341,341_7980,Old,169,1,0.49,2025-06-06 13:06:24
341,341_8947,Old,237,7,0.7,2025-06-22 16:50:23
342,342_5929,New,250,7,0.74,2025-06-29 05:55:05
342,342_7176,Old,234,5,0.64,2025-06-23 11:07:01
342,342_4534,New,295,4,0.73,2025-06-20 11:59:44
342,342_4414,Old,303,7,0.55,2025-06-30 05:15:42
343,343_1879,Old,268,6,0.58,2025-06-04 21:30:18
343,343_2938,New,217,6,0.89,2025-06-07 06:51:54
343,343_1005,Old,233,3,0.41,2025-06-09 14:21:12
344,344_6922,Old,169,9,0.56,2025-06-10 12:00:01
344,344_8155,New,381,4,0.66,2025-06-02 17:34:56
345,345_3977,Old,224,6,0.49,2025-06-11 14:42:59
345,345_4811,New,201,6,0.7,2025-06-04 23:07:37
345,345_7211,New,240,11,0.65,2025-06-04 21:36:57
346,346_2885,Old,248,1,0.58,2025-06-27 03:53:28
346,346_5204,New,268,4,0.76,2025-06-07 16:43:16
346,346_1932,Old,221,4,0.53,2025-06-14 00:38:14
347,347_6629,New,240,9,0.72,2025-06-15 05:17:41
347,347_9260,New,268,3,0.81,2025-06-30 15:28:53
347,347_4546,New,334,5,0.76,2025-06-15 11:06:44
348,348_6179,Old,260,4,0.53,2025-06-09 22:23:45
348,348_4238,Old,73,10,0.42,2025-06-01 14:14:53
348,348_6413,New,267,5,0.78,2025-06-08 14:54:42
348,348_7611,New,227,7,0.78,2025-06-09 02:50:37
349,349_2379,Old,127,1,0.68,2025-06-12 03:14:54
349,349_1981,New,303,6,0.66,2025-06-13 02:54:28
349,349_3861,New,241,7,0.64,2025-06-11 05:07:41
349,349_3309,New,327,6,0.74,2025-06-04 20:56:16
350,350_7060,Old,253,8,0.5,2025-06-10 20:34:22
350,350_9283,Old,233,4,0.43,2025-06-20 21:40:00
350,350_6327,New,315,6,0.71,2025-06-20 21:16:39
351,351_6467,Old,243,8,0.67,2025-06-25 22:18:00
351,351_9850,New,284,10,0.86,2025-06-25 03:37:44
351,351_3817,New,270,1,0.67,2025-06-16 03:46:29
351,351_1008,Old,217,2,0.63,2025-06-22 14:48:44
352,352_1850,New,265,4,0.88,2025-06-20 00:15:32
353,353_4951,Old,248,3,0.47,2025-06-22 04:43:39
354,354_9806,New,236,6,0.89,2025-06-21 15:30:35
354,354_8215,New,297,7,0.69,2025-06-30 06:09:17
